,Predictions,open,close,high,low,volume,Symbol,Days,Price,Strike,Vol,Call,Put,Call Delta,Put Delta,Prediciton Date
2020-06-16,buy,1.1387,1.1311,1.1402,1.1275,7406,EU3M0,3.0,1.12955,1.13,0.104556316,0.0037,0.0042,0.0,-0.516579669,2020-06-16
2020-06-17,buy,1.1311,1.1297,1.1341,1.1254,6688,EU3M0,2.0,1.1254,1.125,0.103963448,0.0033,0.0029,0.0,-0.477821525,2020-06-17
2020-06-18,buy,1.1296,1.1259,1.1308,1.1231,5267,MO4M0,4.0,1.12305,1.1225,0.06873516,0.0033,0.0028,0.0,-0.469693435,2020-06-18
2020-06-22,sell,1.1237,1.1315,1.1327,1.1234,5959,WE4M0,2.0,1.1282,1.1275,0.091756182,0.0031,0.0024,0.542374908,0.0,2020-06-22
2020-06-23,sell,1.1313,1.136,1.1395,1.1303,5764,EU4M0,3.0,1.1333,1.1325,0.096500336,0.0041,0.0033,0.536358549,0.0,2020-06-23
2020-06-24,sell,1.1361,1.1285,1.137,1.1284,6226,EU4M0,2.0,1.128,1.1275,0.099890818,0.0032,0.0027,0.528732858,0.0,2020-06-24
2020-06-26,sell,1.1265,1.1263,1.1283,1.1239,3836,MO5M0,3.0,1.12465,1.125,0.041035522,0.0014,0.0017,0.464320109,0.0,2020-06-26
2020-06-29,sell,1.1282,1.128,1.1331,1.1262,5750,WE1N0,2.0,1.1254,1.125,0.087218152,0.0028,0.0024,0.525967469,0.0,2020-06-29
2020-06-30,sell,1.1281,1.1268,1.1305,1.1233,6237,EUUN0,2.0,1.12535,1.125,0.088835429,0.0028,0.0025,0.522455758,0.0,2020-06-30
2020-07-02,sell,1.1304,1.1285,1.1345,1.1266,5804,MO1N0,4.0,1.12455,1.125,0.044649937,0.0018,0.0022,0.464759939,0.0,2020-07-02
2020-07-06,sell,1.1325,1.1352,1.1387,1.1322,6834,EU2N0,4.0,1.13335,1.1325,0.079804855,0.004,0.0032,0.539462685,0.0,2020-07-06
2020-07-07,sell,1.135,1.1319,1.1357,1.13,6275,EU2N0,3.0,1.13035,1.13,0.07602738,0.0031,0.0027,0.52060847,0.0,2020-07-07
2020-07-08,sell,1.1319,1.1402,1.1403,1.1304,5844,EU2N0,2.0,1.1353,1.135,0.081504409,0.0026,0.0023,0.520803327,0.0,2020-07-08
2020-07-13,sell,1.1367,1.1382,1.1417,1.1342,7178,WE3N0,2.0,1.137,1.1375,0.081894707,0.0025,0.0,0.469006586,0.0,2020-07-13
2020-07-14,sell,1.1382,1.1437,1.1462,1.1365,7981,EU3N0,3.0,1.141,1.14,0.091924632,0.004,0.003,0.547651909,0.0,2020-07-14
2020-07-15,sell,1.1436,1.1443,1.1491,1.143,6927,EU3N0,2.0,1.14215,1.1425,0.097532018,0.0028,0.0031,0.482115351,0.0,2020-07-15
2020-07-16,sell,1.1443,1.143,1.148,1.1408,6975,MO3N0,4.0,1.13925,1.14,0.081629026,0.0033,0.0041,0.469061349,0.0,2020-07-16
2020-07-17,sell,1.143,1.1467,1.1482,1.1416,5014,MO3N0,3.0,1.1452,1.145,0.096787273,0.0038,0.0036,0.51027544,0.0,2020-07-17
2020-07-20,sell,1.1456,1.1484,1.1508,1.1440000000000001,7368,WE4N0,2.0,1.14555,1.145,0.087220779,0.0029,0.0024,0.534720813,0.0,2020-07-20
2020-07-21,sell,1.1483,1.1578,1.1586,1.1462,8338,EU4N0,3.0,1.15445,1.155,0.088070395,0.0031,0.0037,0.475449869,0.0,2020-07-21
2020-07-22,sell,1.1578,1.1614,1.1639,1.1545,8530,EU4N0,2.0,1.1583,1.1575,0.094186879,0.0033,0.0025,0.545847346,0.0,2020-07-22
2020-07-23,sell,1.1614,1.165,1.1664,1.1578,9031,MO4N0,4.0,1.1622,1.1625,0.063959887,0.0028,0.0031,0.484945246,0.0,2020-07-23
2020-07-24,buy,1.165,1.1694,1.1695,1.1619,6650,MO4N0,3.0,1.165,1.165,0.048344276,0.0019,0.0019,0.0,-0.499180643,2020-07-24
2020-07-27,buy,1.1748,1.1759,1.1818,1.1719,9761,WE5N0,2.0,1.17635,1.1775,0.125107675,0.0033,0.0045,0.0,-0.54622095,2020-07-27
2020-07-28,buy,1.176,1.1766,1.1779,1.1736,6841,EU5N0,3.0,1.1736,1.1725,0.109825464,0.0049,0.0038,0.0,-0.457430478,2020-07-28
2020-07-29,buy,1.1764,1.1812,1.1843,1.1755,8953,EU5N0,2.0,1.17775,1.1775,0.133878294,0.0043,0.004,0.0,-0.4885192,2020-07-29
2020-07-30,buy,1.1812,1.1926,1.1939,1.1767,9370,MO1Q0,4.0,1.18475,1.185,0.080404127,0.0036,0.0039,0.0,-0.509125785,2020-07-30
2020-07-31,buy,1.1926,1.1811,1.1944,1.1798,8856,MO1Q0,3.0,1.17995,1.18,0.065980013,0.0026,0.0026,0.0,-0.501994118,2020-07-31
2020-08-03,buy,1.1808,1.1801,1.1819,1.173,5691,WE1Q0,2.0,1.17705,1.1775,0.100947328,0.0029,0.0034,0.0,-0.521794731,2020-08-03
2020-08-04,buy,1.1802,1.1848,1.1855,1.1756,5655,EUUQ0,3.0,1.1792,1.18,0.108989135,0.0039,0.0047,0.0,-0.528181141,2020-08-04
2020-08-05,buy,1.1849,1.1906,1.1939,1.1834,6764,EUUQ0,2.0,1.18705,1.1875,0.121118609,0.0035,0.004,0.0,-0.517927319,2020-08-05
2020-08-06,buy,1.1907,1.1859,1.1949,1.1851,10465,MO2Q0,4.0,1.1884,1.1875,0.083496018,0.0044,0.0035,0.0,-0.461725841,2020-08-06
2020-08-10,buy,1.1828,1.178,1.1833,1.1755,5811,WE2Q0,2.0,1.17525,1.175,0.085164948,0.0028,0.0025,0.0,-0.483626081,2020-08-10
2020-08-11,buy,1.178,1.1754,1.1840000000000002,1.1748,7497,EU2Q0,3.0,1.1754,1.175,0.090773768,0.0038,0.0034,0.0,-0.48060211,2020-08-11
2020-08-12,buy,1.1751,1.1839,1.185,1.1743,6340,EU2Q0,2.0,1.17925,1.18,0.100643885,0.0027,0.0035,0.0,-0.538022273,2020-08-12
2020-08-13,buy,1.1841,1.1841,1.1896,1.1825,6215,MO3Q0,4.0,1.18065,1.18,0.070288917,0.0036,0.003,0.0,-0.466994696,2020-08-13
2020-08-14,buy,1.1841,1.1873,1.1881,1.1811,5059,MO3Q0,3.0,1.1845,1.185,0.046532005,0.0016,0.0021,0.0,-0.542855224,2020-08-14
2020-08-17,buy,1.1891,1.1917,1.1928,1.1859,4935,WE3Q0,2.0,1.18725,1.1875,0.085556398,0.0025,0.0028,0.0,-0.514215662,2020-08-17
2020-08-18,buy,1.1918,1.1959,1.1996,1.1914,6560,EU3Q0,3.0,1.1945,1.195,0.098033498,0.0037,0.0042,0.0,-0.518717927,2020-08-18
2020-08-20,buy,1.1878,1.1902,1.1906,1.1832,8130,MO4Q0,4.0,1.1858,1.185,0.067736597,0.0036,0.0028,0.0,-0.45846328,2020-08-20
2020-08-24,buy,1.1817,1.1835,1.188,1.1814,6265,WE4Q0,2.0,1.17975,1.18,0.088065411,0.0026,0.0029,0.0,-0.513548493,2020-08-24
2020-08-25,buy,1.1835,1.1848,1.1872,1.1827,6241,EU4Q0,3.0,1.1838,1.185,0.10314841,0.0035,0.0047,0.0,-0.545648387,2020-08-25
2020-08-26,buy,1.1848,1.1861,1.1877,1.1801,8091,EU4Q0,2.0,1.18195,1.1825,0.113763173,0.0032,0.0038,0.0,-0.524043359,2020-08-26
2020-08-27,buy,1.1861,1.1886,1.1931,1.179,15741,MO5Q0,4.0,1.1828,1.1825,0.061186253,0.003,0.0027,0.0,-0.481890562,2020-08-27
2020-08-28,buy,1.1887,1.1933,1.1948,1.188,9730,MO5Q0,3.0,1.18945,1.19,0.053325604,0.0019,0.0024,0.0,-0.540311366,2020-08-28
2020-08-31,buy,1.1938,1.2018,1.2024,1.1912,9822,EUUU0,4.0,1.19395,1.195,0.099550201,0.0042,0.0052,0.0,-0.533973117,2020-08-31
2020-09-01,buy,1.2017,1.193,1.2039,1.1919,10981,EUUU0,3.0,1.1913,1.1925,0.098854638,0.0034,0.0046,0.0,-0.546780454,2020-09-01
2020-09-02,buy,1.193,1.1846,1.194,1.1846,9841,EUUU0,2.0,1.1828,1.1825,0.105451611,0.0034,0.0031,0.0,-0.483678155,2020-09-02
2020-09-08,buy,1.1834,1.1805,1.1852,1.1783,7062,EU2U0,3.0,1.18065,1.18,0.106422008,0.0045,0.0039,0.0,-0.473336783,2020-09-08
2020-09-09,buy,1.1804,1.1846,1.1859,1.1778,1037,EU2U0,2.0,1.1833,1.1825,0.119710357,0.0041,0.0033,0.0,-0.463400894,2020-09-09
2020-09-10,buy,1.1846,1.1858,1.1941,1.1835,2380,MO2U0,4.0,1.185,1.185,0.066432017,0.0031,0.0031,0.0,-0.498689079,2020-09-10
2020-09-14,buy,1.1871,1.1912,1.1914,1.1867,4289,EU3U0,4.0,1.1889,1.19,0.085566091,0.0035,0.0046,0.0,-0.54201935,2020-09-14
2020-09-15,buy,1.1912,1.187,1.1923,1.1852,5498,EU3U0,3.0,1.18765,1.1875,0.098013321,0.004,0.0038,0.0,-0.492164918,2020-09-15
2020-09-16,buy,1.187,1.1774,1.1905,1.1759,10918,EU3U0,2.0,1.1821,1.1825,0.090835697,0.0026,0.003,0.0,-0.522016091,2020-09-16
2020-09-18,buy,1.1872,1.1861,1.1892,1.1848,4444,MO3U0,3.0,1.1874,1.1875,0.038733821,0.0015,0.0016,0.0,-0.509708845,2020-09-18
2020-09-21,buy,1.1889,1.1788,1.1893,1.1751,8551,WE4U0,2.0,1.17755,1.1775,0.085135218,0.0027,0.0026,0.0,-0.495841761,2020-09-21
2020-09-22,buy,1.1788,1.17,1.179,1.1696,9746,EU4U0,3.0,1.1726,1.1725,0.084884281,0.0034,0.0033,0.0,-0.49377681,2020-09-22
2020-09-23,buy,1.1701,1.1675,1.1739,1.167,9007,EU4U0,2.0,1.16775,1.1675,0.090733989,0.0029,0.0027,0.0,-0.484403649,2020-09-23
2020-09-28,buy,1.1655,1.1693,1.1702,1.1642,6105,EU1V0,4.0,1.1683,1.1675,0.077467133,0.004,0.0032,0.0,-0.462814553,2020-09-28
2020-09-29,buy,1.1694,1.1748,1.1774,1.1683,6688,EU1V0,3.0,1.1756,1.175,0.08989576,0.0038,0.0032,0.0,-0.470894746,2020-09-29
2020-10-05,sell,1.1745,1.1807,1.1816,1.1737,3767,WE1V0,2.0,1.17925,1.18,0.081881461,0.0021,0.0029,0.452124828,0.0,2020-10-05
2020-10-06,sell,1.1809,1.1745,1.1824,1.1741,6106,EUUV0,3.0,1.17695,1.1775,0.083146841,0.003,0.0035,0.474034892,0.0,2020-10-06
2020-10-08,sell,1.1785,1.1793,1.1797,1.1748,3944,MO2V0,4.0,1.1773,1.1775,0.042804627,0.0019,0.0021,0.484808253,0.0,2020-10-08
2020-10-12,sell,1.1832,1.181,1.1842,1.1803,5981,WE2V0,2.0,1.1825,1.1825,0.063837237,0.002,0.002,0.50083184,0.0,2020-10-12
2020-10-19,sell,1.172,1.179,1.1808,1.1716,6334,WE3V0,2.0,1.17815,1.1775,0.071722777,0.0026,0.0019,0.547682935,0.0,2020-10-19
2020-10-21,sell,1.186,1.1855,1.1894,1.1852,6109,EU4V0,2.0,1.1875,1.1875,0.085164682,0.0026,0.0026,0.501067352,0.0,2020-10-21
2020-10-22,sell,1.1855,1.1812,1.188,1.1799,4967,MO4V0,4.0,1.1831,1.1825,0.050913041,0.0027,0.0021,0.541110451,0.0,2020-10-22
2020-10-23,sell,1.1812,1.1874,1.1877,1.1804,5685,MO4V0,3.0,1.18715,1.1875,0.036064453,0.0013,0.0016,0.461778926,0.0,2020-10-23
2020-10-26,sell,1.1846,1.1833,1.1859,1.1815,4984,WE4V0,2.0,1.1826,1.1825,0.080376449,0.0025,0.0024,0.507637634,0.0,2020-10-26
2020-10-27,sell,1.1833,1.1788,1.1852,1.1781,4594,EU5V0,3.0,1.1825,1.1825,0.089399187,0.0035,0.0035,0.501455276,0.0,2020-10-27
2020-10-29,sell,1.1765,1.1701,1.1768,1.1661,8082,MO1X0,4.0,1.1682,1.1675,0.058725429,0.0031,0.0024,0.542119169,0.0,2020-10-29
